,날짜,종목,종목코드,종가,수익률
186,2020-04-01,아모레퍼시픽,090430,158000.0,-0.18974358974358974
187,2021-04-01,아모레퍼시픽,090430,261000.0,0.6518987341772151
188,2022-04-01,아모레퍼시픽,090430,165500.0,-0.36590038314176243
189,2023-04-03,아모레퍼시픽,090430,136400.0,-0.17583081570996983
190,2013-04-01,아모레퍼시픽그룹,002790,39958.0,
191,2014-04-01,아모레퍼시픽그룹,002790,50284.0,0.2584213424095301
192,2015-04-01,아모레퍼시픽그룹,002790,145365.0,1.8908798027205473
193,2016-04-01,아모레퍼시픽그룹,002790,146163.0,0.005489629553193653
194,2017-04-03,아모레퍼시픽그룹,002790,121719.0,-0.16723794667597136
195,2018-04-02,아모레퍼시픽그룹,002790,149156.0,0.2254126307314388
196,2019-04-01,아모레퍼시픽그룹,002790,71136.0,-0.5230765104990748
197,2020-04-01,아모레퍼시픽그룹,002790,50600.0,-0.28868645973909135
198,2021-04-01,아모레퍼시픽그룹,002790,65600.0,0.29644268774703564
199,2022-04-01,아모레퍼시픽그룹,002790,46600.0,-0.28963414634146345
200,2023-04-03,아모레퍼시픽그룹,002790,38700.0,-0.16952789699570814
201,2013-04-01,에스원,012750,62400.0,
202,2014-04-01,에스원,012750,86400.0,0.3846153846153846
203,2015-04-01,에스원,012750,84300.0,-0.02430555555555558
204,2016-04-01,에스원,012750,89500.0,0.06168446026097274
205,2017-04-03,에스원,012750,89300.0,-0.0022346368715083775
206,2018-04-02,에스원,012750,97900.0,0.09630459126539748
207,2019-04-01,에스원,012750,99800.0,0.019407558733401498
208,2020-04-01,에스원,012750,75700.0,-0.2414829659318637
209,2021-04-01,에스원,012750,81900.0,0.0819022457067371
210,2022-04-01,에스원,012750,70900.0,-0.13431013431013428
211,2023-04-03,에스원,012750,54400.0,-0.232722143864598
212,2022-04-01,에프앤에프,383220,156000.0,
213,2023-04-03,에프앤에프,383220,140600.0,-0.0987179487179487
214,2013-04-01,엔씨소프트,036570,158500.0,
215,2014-04-01,엔씨소프트,036570,219500.0,0.3848580441640379
216,2015-04-01,엔씨소프트,036570,186000.0,-0.15261958997722092
217,2016-04-01,엔씨소프트,036570,256000.0,0.3763440860215055
218,2017-04-03,엔씨소프트,036570,309000.0,0.20703125
219,2018-04-02,엔씨소프트,036570,427000.0,0.3818770226537216
220,2019-04-01,엔씨소프트,036570,490500.0,0.14871194379391106
221,2020-04-01,엔씨소프트,036570,618000.0,0.2599388379204892
222,2021-04-01,엔씨소프트,036570,875000.0,0.4158576051779934
223,2022-04-01,엔씨소프트,036570,467000.0,-0.4662857142857143
224,2023-04-03,엔씨소프트,036570,370500.0,-0.20663811563169165
225,2013-04-01,엘에스,006260,86800.0,
226,2014-04-01,엘에스,006260,76200.0,-0.12211981566820274
227,2015-04-01,엘에스,006260,51900.0,-0.3188976377952756
228,2016-04-01,엘에스,006260,44050.0,-0.15125240847784205
229,2017-04-03,엘에스,006260,63500.0,0.44154370034052204
230,2018-04-02,엘에스,006260,71500.0,0.12598425196850394
231,2019-04-01,엘에스,006260,54700.0,-0.23496503496503496
232,2020-04-01,엘에스,006260,29950.0,-0.4524680073126143
233,2021-04-01,엘에스,006260,67700.0,1.2604340567612686
234,2022-04-01,엘에스,006260,52300.0,-0.22747415066469723
235,2023-04-03,엘에스,006260,78400.0,0.49904397705544934
236,2013-04-01,엘엑스인터내셔널,001120,41200.0,
