,회사명,종목코드,회계년도,종가,ROE,상장주식수,시가총액,수익률,PER,PBR,PCR,PSR,ROA,NEW,EY,수정종가
22,녹십자,6280,2018,136000.0,-0.2516332864980741,11686538.0,1589369168000.0,2.839506172839505,0.09834174241382475,-0.01172484410598016,2.9828093583465622,-0.2609683883710083,-0.3296437211473066,-0.37841518947704883,-0.5238575913508603,208000.0
23,녹십자,6280,2019,132500.0,-0.5483343554325468,11686538.0,1548466285000.0,-3.052884615384616,1.218926455018464,-0.34150085338388886,0.13931937217610982,-0.31351910921440374,-0.847331662992036,-0.30611557307891935,-0.5707126194819937,144500.0
24,녹십자,6280,2020,406000.0,0.09165720648396052,11686538.0,4744734428000.0,-0.1384083044982698,0.29782598674090655,0.4094080326070247,0.7379233076349387,-0.2038660302892084,0.1069941894787697,-0.64275872581964,-0.8846212526470122,142500.0
25,녹십자,6280,2021,218000.0,0.32215225177189805,11686538.0,2547665284000.0,14.73684210526316,-0.11528634794838186,0.7391840418849335,0.18288772474881443,-0.11159192991064779,0.3923097674420038,-0.40549393560198577,-0.6452617754678311,352500.0
26,녹십자,6280,2022,129500.0,-0.108595581088893,11686538.0,1513406671000.0,-4.340425531914893,-0.040295956346309315,-0.2367746882753638,-0.07609653586710632,-0.2899333526153995,-0.1759217993933816,-0.009911620686735102,-0.3422416797110355,199500.0
27,녹십자홀딩스,5250,2014,20900.0,0.1537764385473763,47028210.0,982889589000.0,-0.8192090395480223,0.10660398910761046,-0.28802366269017393,2.9383676980385482,1.6494778961483385,0.41324835201025234,-0.2766980142498089,-0.8570413682143433,16250.0
28,녹십자홀딩스,5250,2015,41950.0,0.22488661209365482,47028210.0,1972833409500.0,6.892307692307693,1.0356866279198425,0.6188603628240749,-0.5402110800881436,3.067933573716526,0.3760388869914891,-0.5140664961572609,-0.9680408304520286,27450.0
29,녹십자홀딩스,5250,2016,23800.0,-0.007243149827530466,47028210.0,1119271398000.0,3.005464480874316,0.3754771018545371,0.3848976535390722,0.07954630940375793,1.0681096852430576,-0.06421304791592755,-0.1843914355362709,-0.7825641298314263,35700.0
30,녹십자홀딩스,5250,2017,39250.0,-0.0726318151574418,47028210.0,1845857242500.0,-1.8347338935574231,0.5454133113953682,0.21109678378449864,-0.030296396859719847,0.7325298852116107,-0.173185068504512,-0.43792016650777177,-0.8887583633434433,29150.0
31,녹십자홀딩스,5250,2018,25100.0,-0.33336911816046333,47028210.0,1180408071000.0,3.6878216123499152,0.599047895865198,0.21109678378449864,-0.020301875000057104,0.5239821426519939,-0.5821031637190066,-0.08151395114018488,-0.7587184364975001,39900.0
32,녹십자홀딩스,5250,2019,22250.0,-0.4894845566356266,47028210.0,1046377672500.0,-3.9724310776942353,0.003816038713733325,-0.1855257138605537,0.08895862610654716,1.0217657424520314,-0.9528732293334712,0.11990528212999248,-0.7839977313032803,24050.0
33,녹십자홀딩스,5250,2020,41500.0,1.0937385026648518,47028210.0,1951670715000.0,-1.2681912681912677,-0.10814440589104164,0.1308809977439262,0.11574006332273083,1.2464511079478093,0.3905217283826423,-0.2525650251435255,-0.8390281881727041,21000.0
34,녹십자홀딩스,5250,2021,27150.0,-0.055467290508340074,47028210.0,1276815901500.0,6.523809523809523,0.23298835590662167,0.3693001395867386,0.5527820677491476,1.8091989846959815,0.006267695148644078,0.22948130183524426,-0.7736686641832287,34700.0
35,녹십자홀딩스,5250,2022,17000.0,-0.259806869664313,47028210.0,799479570000.0,-3.2420749279538907,0.40488509856123234,-0.265741499901126,1.317605575495377,0.9398362721607535,-0.39985814734219394,1.145797762959358,-0.7601363691270167,23450.0
36,농심,4370,2014,252500.0,-0.16908009651906103,6082642.0,1535867105000.0,-0.3262642740619903,-0.19783879584646175,-0.5331274533697006,-0.13227933350540458,-0.34331164386577756,-0.14573664492777208,-0.0035513727723853646,0.05060752010597383,296500.0
37,농심,4370,2015,439500.0,0.08511833995096937,6082642.0,2673321159000.0,-1.6694772344013489,-0.29810606080833646,-0.46182453244474736,-0.32489220623773973,-0.3304843025575472,0.24935110946099462,-0.3247588113749372,-0.2623284099135697,247000.0
38,농심,4370,2016,332500.0,0.43167826619949956,6082642.0,2022478465000.0,6.093117408906883,-0.3693154242624054,-0.4038909091932229,-0.3085904618452801,-0.3106226127899646,0.8905377472724576,-0.0669715090701503,-0.21881233814600298,397500.0
39,농심,4370,2017,354000.0,-0.11023029772214082,6082642.0,2153255268000.0,-2.20125786163522,-0.19482797713601438,-0.5375838859275102,-0.06513167207932098,-0.3304843025575472,0.016556564697397014,-0.09765525839399807,-0.23889409609904383,310000.0
40,농심,4370,2018,254500.0,-0.14864613860346373,6082642.0,1548032389000.0,0.1451612903225796,-0.22815704007026882,-0.6244843208047969,-0.22213299604955686,-0.3441392142727601,-0.05867755743973289,0.10722157329628929,0.0135223969563714,314500.0
41,농심,4370,2019,240500.0,-0.21566952056662284,6082642.0,1462875401000.0,-0.1748807631160576,-0.14343400193907577,-0.6534511324305591,-0.302186205119671,-0.350759777528621,-0.19000825892441203,0.26042317734199155,-0.04205358843708645,309000.0
42,농심,4370,2020,300000.0,0.09329192311720827,6082642.0,1824792600000.0,-0.6148867313915862,-0.26309654091941376,-0.6044303742946538,-0.3396414035452031,-0.3470357106971993,0.37340369286963,0.09249900749142996,0.10560425842673055,290000.0
43,농심,4370,2021,318500.0,-0.13311633058760974,6082642.0,1937321477000.0,-0.1724137931034486,-0.18131430245889016,-0.6222561045258921,-0.27773358853098157,-0.34786328110418197,-0.037107484137013216,0.08373243795476616,-0.198371530050766,285000.0
44,농심,4370,2022,357000.0,-0.09715256465615854,6082642.0,2171503194000.0,0.473684210526315,-0.20379041422757857,-0.6311689696415113,-0.24978774100105083,-0.35572519997051666,0.041180244998264406,0.07124617181763025,-0.29685279640935514,298500.0
45,대우건설,47040,2014,5890.0,-0.19196612938453,415622638.0,2448017337820.0,-1.5000000000000002,-0.12172809960794365,-0.47073739756036653,-0.36370588336264353,-0.39379343869171657,-0.5300055757599951,-0.5020333638985202,0.19116786250487153,7820.0
46,대우건설,47040,2015,5600.0,-0.08652690654004795,415622638.0,2327486772800.0,-0.1023017902813294,-0.2621862934023017,-0.5442685347642245,-0.4582171871617842,-0.3962761499126644,-0.44843851861613493,-0.43145409785753636,0.1409973664195159,7740.0
47,대우건설,47040,2016,5080.0,-3.023295338169691,415622638.0,2111363001040.0,-2.1188630490956077,-0.5495444326505796,-0.443998802213509,-0.31489768437807697,-0.4016553575580513,-2.2601253971317674,-0.17398731826433242,-1.0863442817173687,6100.0
48,대우건설,47040,2017,5920.0,0.47091146539744627,415622638.0,2460486016960.0,1.754098360655738,-0.37435679512641024,-0.46628096500255695,-0.21010075614083673,-0.4008277871510687,-0.13755167181369665,-0.435449678809069,0.40186092229529913,7170.0
49,대우건설,47040,2018,5390.0,0.5591861635928266,415622638.0,2240206018820.0,-2.719665271966527,-0.41153690524844616,-0.5375838859275102,0.14756727856515184,-0.4016553575580513,-0.043475681003199915,-0.3959668430883414,1.2953372808382224,5220.0
50,대우건설,47040,2019,4740.0,0.19954850427831428,415622638.0,1970051304120.0,-0.0957854406130265,3.1517320290461113,-0.613343239410273,-0.5402110800881436,-0.4008277871510687,-0.3119135753073898,-0.2175203249485374,-0.1902990504901609,5170.0
51,대우건설,47040,2020,4985.0,0.3842714838353138,415622638.0,2071878850430.0,-4.661508704061895,-0.4228799896924571,-0.7314387021922268,-0.42435225387030573,-0.40413806877899916,-0.11769877998228276,-0.30890668450573155,0.6335814641281453,2760.0
52,대우건설,47040,2021,5770.0,0.7136668854347422,415622638.0,2398142621260.0,13.333333333333336,-0.4305120650282423,-0.5331274533697006,-0.5004270610351171,-0.39048315706378617,0.2054413259398656,-0.3206858742198679,1.3920786982727815,6440.0
53,대우건설,47040,2022,4180.0,0.6695295363370521,415622638.0,1737302626840.0,0.6987577639751552,-0.4186788473057864,-0.6801897277774166,-0.5402110800881436,-0.4004140019475774,0.1899284842664035,-0.12852578932185846,1.1343570712374111,6890.0
54,대웅,3090,2014,45150.0,-0.04974578229197281,11628396.0,525022079400.0,3.4139599170698,0.12158806362006941,-0.20557966037069675,0.4042227185535783,0.5566711737278068,0.025823755344281725,0.5036554581561761,-0.7835690736231099,7764.0
55,대웅,3090,2015,56600.0,0.18483605457908409,11628396.0,658167213600.0,2.2217928902627504,1.0470297123638534,0.4740263046952636,1.104130351308406,1.2402443298954395,0.1564459973315268,0.3468434329940382,-0.8092967831973891,9489.0
